,database,group,anno
K00024,KEGG,EC:1.1,K00024
K00026,KEGG,EC:1.1,K00026
K00027,KEGG,EC:1.1,K00027
K00029,KEGG,EC:1.1,K00029
K00030,KEGG,EC:1.1,K00030
K00031,KEGG,EC:1.1,K00031
K00033,KEGG,EC:1.1,K00033
K00034,KEGG,EC:1.1,K00034
K00036,KEGG,EC:1.1,K00036
K00038,KEGG,EC:1.1,K00038
K00039,KEGG,EC:1.1,K00039
K00040,KEGG,EC:1.1,K00040
K00041,KEGG,EC:1.1,K00041
K00042,KEGG,EC:1.1,K00042
K00043,KEGG,EC:1.1,K00043
K00045,KEGG,EC:1.1,K00045
K00046,KEGG,EC:1.1,K00046
K00048,KEGG,EC:1.1,K00048
K00052,KEGG,EC:1.1,K00052
K00053,KEGG,EC:1.1,K00053
K00054,KEGG,EC:1.1,K00054
K00055,KEGG,EC:1.1,K00055
K00057,KEGG,EC:1.1,K00057
K00058,KEGG,EC:1.1,K00058
K00059,KEGG,EC:1.1,K00059
K00060,KEGG,EC:1.1,K00060
K00064,KEGG,EC:1.1,K00064
K00065,KEGG,EC:1.1,K00065
K00066,KEGG,EC:1.1,K00066
K00067,KEGG,EC:1.1,K00067
K00068,KEGG,EC:1.1,K00068
K00069,KEGG,EC:1.1,K00069
K00073,KEGG,EC:1.1,K00073
K00074,KEGG,EC:1.1,K00074
K00075,KEGG,EC:1.3,K00075
K00076,KEGG,EC:1.1,K00076
K00077,KEGG,EC:1.1,K00077
K00078,KEGG,EC:1.3,K00078
K00086,KEGG,EC:1.1,K00086
K00087,KEGG,EC:1.1,K00087
K00088,KEGG,EC:1.1,K00088
K00090,KEGG,EC:1.1,K00090
K00091,KEGG,EC:1.1,K00091
K00093,KEGG,EC:1.1,K00093
K00094,KEGG,EC:1.1,K00094
K00096,KEGG,EC:1.1,K00096
K00097,KEGG,EC:1.1,K00097
K00098,KEGG,EC:1.1,K00098
K00099,KEGG,EC:1.1,K00099
K00100,KEGG,EC:1.1,K00100
K00101,KEGG,EC:1.1,K00101
K00102,KEGG,EC:1.1,K00102
K00104,KEGG,EC:1.1,K00104
K00105,KEGG,EC:1.1,K00105
K00108,KEGG,EC:1.1,K00108
K00109,KEGG,EC:1.1,K00109
K00111,KEGG,EC:1.1,K00111
K00112,KEGG,EC:1.1,K00112
K00113,KEGG,unknown,K00113
K00116,KEGG,EC:1.1,K00116
K00117,KEGG,EC:1.1,K00117
K00121,KEGG,EC:1.1,K00121
K00122,KEGG,EC:1.1,K00122
K00123,KEGG,EC:1.1,K00123
K00124,KEGG,unknown,K00124
K00125,KEGG,EC:1.1,K00125
K00127,KEGG,unknown,K00127
K00128,KEGG,EC:1.2,K00128
K00130,KEGG,EC:1.2,K00130
K00131,KEGG,EC:1.2,K00131
K00132,KEGG,EC:1.2,K00132
K00133,KEGG,EC:1.2,K00133
K00134,KEGG,EC:1.2,K00134
K00135,KEGG,EC:1.2,K00135
K00137,KEGG,EC:1.2,K00137
K00138,KEGG,EC:1.2,K00138
K00140,KEGG,EC:1.2,K00140
K00141,KEGG,EC:1.2,K00141
K00145,KEGG,EC:1.2,K00145
K00146,KEGG,EC:1.2,K00146
K00147,KEGG,EC:1.2,K00147
K00150,KEGG,EC:1.2,K00150
K00151,KEGG,EC:1.2,K00151
K00153,KEGG,EC:1.1,K00153
K00154,KEGG,EC:1.2,K00154
K00156,KEGG,EC:1.2,K00156
K00158,KEGG,EC:1.2,K00158
K00162,KEGG,EC:1.2,K00162
K00163,KEGG,EC:1.2,K00163
K00164,KEGG,EC:1.2,K00164
K00166,KEGG,EC:1.2,K00166
K00167,KEGG,EC:1.2,K00167
K00169,KEGG,EC:1.2,K00169
K00170,KEGG,EC:1.2,K00170
K00171,KEGG,EC:1.2,K00171
K00172,KEGG,EC:1.2,K00172
K00174,KEGG,EC:1.2,K00174
K00175,KEGG,EC:1.2,K00175
K00176,KEGG,EC:1.2,K00176
K00177,KEGG,EC:1.2,K00177
K00179,KEGG,EC:1.2,K00179
K00180,KEGG,EC:1.2,K00180
K00184,KEGG,unknown,K00184
K00185,KEGG,unknown,K00185
K00186,KEGG,EC:1.2,K00186
K00187,KEGG,EC:1.2,K00187
K00188,KEGG,EC:1.2,K00188
K00194,KEGG,EC:2.1,K00194
K00196,KEGG,unknown,K00196
K00197,KEGG,EC:2.1,K00197
K00198,KEGG,EC:1.2,K00198
K00200,KEGG,EC:1.2,K00200
K00201,KEGG,EC:1.2,K00201
K00202,KEGG,EC:1.2,K00202
K00203,KEGG,EC:1.2,K00203
K00204,KEGG,unknown,K00204
K00205,KEGG,unknown,K00205
K00208,KEGG,EC:1.3,K00208
K00209,KEGG,EC:1.3,K00209
K00215,KEGG,EC:1.1,K00215
K00216,KEGG,EC:1.3,K00216
K00217,KEGG,EC:1.3,K00217
K00219,KEGG,EC:1.3,K00219
K00220,KEGG,EC:1.3,K00220
K00226,KEGG,EC:1.3,K00226
K00228,KEGG,EC:1.3,K00228
K00230,KEGG,EC:1.3,K00230
K00231,KEGG,EC:1.3,K00231
K00233,KEGG,EC:1.3,K00233
K00239,KEGG,EC:1.3,K00239
K00240,KEGG,EC:1.3,K00240
K00241,KEGG,unknown,K00241
K00242,KEGG,unknown,K00242
K00243,KEGG,unknown,K00243
K00244,KEGG,EC:1.3,K00244
K00245,KEGG,EC:1.3,K00245
K00246,KEGG,unknown,K00246
K00247,KEGG,unknown,K00247
K00248,KEGG,EC:1.3,K00248
K00249,KEGG,EC:1.3,K00249
K00252,KEGG,EC:1.3,K00252
K00253,KEGG,EC:1.3,K00253
K00254,KEGG,EC:1.3,K00254
K00259,KEGG,EC:1.4,K00259
K00260,KEGG,EC:1.4,K00260
K00261,KEGG,EC:1.4,K00261
K00262,KEGG,EC:1.4,K00262
K00263,KEGG,EC:1.4,K00263
K00265,KEGG,EC:1.4,K00265
K00266,KEGG,EC:1.4,K00266
K00274,KEGG,EC:1.4,K00274
K00275,KEGG,EC:1.4,K00275
K00276,KEGG,EC:1.4,K00276
K00278,KEGG,EC:1.4,K00278
K00281,KEGG,EC:1.4,K00281
K00282,KEGG,EC:1.4,K00282
K00283,KEGG,EC:1.4,K00283
K00285,KEGG,EC:1.4,K00285
K00286,KEGG,EC:1.5,K00286
K00287,KEGG,EC:1.5,K00287
K00290,KEGG,EC:1.5,K00290
K00294,KEGG,EC:1.2,K00294
K00297,KEGG,EC:1.5,K00297
K00298,KEGG,EC:1.5,K00298
K00299,KEGG,EC:1.5,K00299
K00303,KEGG,EC:1.5,K00303
K00311,KEGG,EC:1.5,K00311
K00313,KEGG,EC:1.5,K00313
K00316,KEGG,EC:1.5,K00316
K00318,KEGG,EC:1.5,K00318
K00319,KEGG,EC:1.5,K00319
K00320,KEGG,EC:1.5,K00320
K00322,KEGG,EC:1.6,K00322
K00324,KEGG,EC:1.6,K00324
K00325,KEGG,EC:1.6,K00325
K00326,KEGG,EC:1.6,K00326
K00330,KEGG,EC:7.1,K00330
K00331,KEGG,EC:7.1,K00331
K00332,KEGG,EC:7.1,K00332
K00333,KEGG,EC:7.1,K00333
K00334,KEGG,EC:7.1,K00334
K00335,KEGG,EC:7.1,K00335
K00336,KEGG,EC:7.1,K00336
K00337,KEGG,EC:7.1,K00337
K00338,KEGG,EC:7.1,K00338
K00339,KEGG,EC:7.1,K00339
K00340,KEGG,EC:7.1,K00340
K00341,KEGG,EC:7.1,K00341
K00342,KEGG,EC:7.1,K00342
K00343,KEGG,EC:7.1,K00343
K00344,KEGG,EC:1.6,K00344
K00346,KEGG,EC:7.2,K00346
K00347,KEGG,EC:7.2,K00347
K00348,KEGG,EC:7.2,K00348
K00349,KEGG,EC:7.2,K00349
K00350,KEGG,EC:7.2,K00350
K00351,KEGG,EC:7.2,K00351
K00355,KEGG,EC:1.6,K00355
K00359,KEGG,EC:1.6,K00359
K00362,KEGG,EC:1.7,K00362
K00363,KEGG,EC:1.7,K00363
K00364,KEGG,EC:1.7,K00364
K00366,KEGG,EC:1.7,K00366
K00368,KEGG,EC:1.7,K00368
K00370,KEGG,EC:1.7,K00370
K00371,KEGG,EC:1.7,K00371
K00372,KEGG,EC:1.7,K00372
K00373,KEGG,unknown,K00373
K00374,KEGG,EC:1.7,K00374
K00375,KEGG,unknown,K00375
K00376,KEGG,EC:1.7,K00376
K00380,KEGG,EC:1.8,K00380
K00381,KEGG,EC:1.8,K00381
K00382,KEGG,EC:1.8,K00382
K00383,KEGG,EC:1.8,K00383
K00384,KEGG,EC:1.8,K00384
K00385,KEGG,unknown,K00385
K00389,KEGG,unknown,K00389
K00390,KEGG,EC:1.8,K00390
K00394,KEGG,EC:1.8,K00394
K00395,KEGG,EC:1.8,K00395
K00399,KEGG,EC:2.8,K00399
K00400,KEGG,unknown,K00400
K00401,KEGG,EC:2.8,K00401
K00402,KEGG,EC:2.8,K00402
K00404,KEGG,EC:7.1,K00404
K00405,KEGG,unknown,K00405
K00406,KEGG,unknown,K00406
K00407,KEGG,unknown,K00407
K00411,KEGG,EC:7.1,K00411
K00412,KEGG,unknown,K00412
K00413,KEGG,unknown,K00413
K00424,KEGG,EC:7.1,K00424
K00425,KEGG,EC:7.1,K00425
K00426,KEGG,EC:7.1,K00426
K00427,KEGG,unknown,K00427
K00428,KEGG,EC:1.1,K00428
K00432,KEGG,EC:1.1,K00432
K00433,KEGG,EC:1.1,K00433
K00435,KEGG,EC:1.3,K00435
K00437,KEGG,EC:1.1,K00437
K00440,KEGG,EC:1.1,K00440
K00441,KEGG,EC:1.1,K00441
K00442,KEGG,unknown,K00442
K00443,KEGG,EC:1.1,K00443
K00448,KEGG,EC:1.1,K00448
K00449,KEGG,EC:1.1,K00449
K00450,KEGG,EC:1.1,K00450
K00451,KEGG,EC:1.1,K00451
K00453,KEGG,EC:1.1,K00453
K00455,KEGG,EC:1.1,K00455
K00457,KEGG,EC:1.1,K00457
K00459,KEGG,EC:1.1,K00459
K00477,KEGG,EC:1.1,K00477
K00481,KEGG,EC:1.1,K00481
K00483,KEGG,EC:1.1,K00483
K00484,KEGG,EC:1.5,K00484
K00491,KEGG,EC:1.1,K00491
K00492,KEGG,EC:1.1,K00492
K00496,KEGG,EC:1.1,K00496
K00499,KEGG,EC:1.1,K00499
K00500,KEGG,EC:1.1,K00500
K00507,KEGG,EC:1.1,K00507
K00508,KEGG,EC:1.1,K00508
K00518,KEGG,EC:1.1,K00518
K00520,KEGG,EC:1.1,K00520
K00523,KEGG,EC:1.1,K00523
K00525,KEGG,EC:1.1,K00525
K00526,KEGG,EC:1.1,K00526
K00527,KEGG,EC:1.1,K00527
K00528,KEGG,EC:1.1,K00528
K00529,KEGG,EC:1.1,K00529
K00532,KEGG,EC:1.1,K00532
K00533,KEGG,EC:1.1,K00533
K00534,KEGG,EC:1.1,K00534
K00537,KEGG,EC:1.2,K00537
K00540,KEGG,EC:1.1,K00540
K00547,KEGG,EC:2.1,K00547
K00548,KEGG,EC:2.1,K00548
K00549,KEGG,EC:2.1,K00549
K00554,KEGG,EC:2.1,K00554
K00555,KEGG,EC:2.1,K00555
K00556,KEGG,EC:2.1,K00556
K00557,KEGG,EC:2.1,K00557
K00558,KEGG,EC:2.1,K00558
K00560,KEGG,EC:2.1,K00560
K00561,KEGG,EC:2.1,K00561
K00563,KEGG,EC:2.1,K00563
K00564,KEGG,EC:2.1,K00564
K00566,KEGG,EC:2.8,K00566
K00567,KEGG,EC:2.1,K00567
K00568,KEGG,EC:2.1,K00568
K00570,KEGG,EC:2.1,K00570
K00571,KEGG,EC:2.1,K00571
K00573,KEGG,EC:2.1,K00573
K00574,KEGG,EC:2.1,K00574
K00575,KEGG,EC:2.1,K00575
K00577,KEGG,EC:2.1,K00577
K00578,KEGG,EC:2.1,K00578
K00579,KEGG,EC:2.1,K00579
K00580,KEGG,EC:2.1,K00580
K00581,KEGG,EC:2.1,K00581
K00582,KEGG,EC:2.1,K00582
K00583,KEGG,EC:2.1,K00583
K00584,KEGG,EC:2.1,K00584
K00587,KEGG,EC:2.1,K00587
K00588,KEGG,EC:2.1,K00588
K00590,KEGG,EC:2.1,K00590
K00595,KEGG,EC:2.1,K00595
K00598,KEGG,EC:2.1,K00598
K00600,KEGG,EC:2.1,K00600
K00602,KEGG,EC:2.1,K00602
K00603,KEGG,EC:2.1,K00603
K00604,KEGG,EC:2.1,K00604
K00605,KEGG,EC:2.1,K00605
K00606,KEGG,EC:2.1,K00606
K00608,KEGG,EC:2.1,K00608
K00609,KEGG,EC:2.1,K00609
K00610,KEGG,unknown,K00610
K00611,KEGG,EC:2.1,K00611
K00612,KEGG,EC:2.1,K00612
K00613,KEGG,EC:2.1,K00613
K00615,KEGG,EC:2.2,K00615
K00616,KEGG,EC:2.2,K00616
K00617,KEGG,EC:2.2,K00617
K00619,KEGG,EC:2.3,K00619
K00620,KEGG,EC:2.3,K00620
K00625,KEGG,EC:2.3,K00625
K00626,KEGG,EC:2.3,K00626
K00627,KEGG,EC:2.3,K00627
K00631,KEGG,EC:2.3,K00631
K00632,KEGG,EC:2.3,K00632
K00633,KEGG,EC:2.3,K00633
K00634,KEGG,EC:2.3,K00634
K00635,KEGG,EC:2.3,K00635
K00638,KEGG,EC:2.3,K00638
K00639,KEGG,EC:2.3,K00639
K00640,KEGG,EC:2.3,K00640
K00641,KEGG,EC:2.3,K00641
K00645,KEGG,EC:2.3,K00645
K00646,KEGG,unknown,K00646
K00647,KEGG,EC:2.3,K00647
K00648,KEGG,EC:2.3,K00648
K00651,KEGG,EC:2.3,K00651
K00652,KEGG,EC:2.3,K00652
K00654,KEGG,EC:2.3,K00654
K00655,KEGG,EC:2.3,K00655
K00656,KEGG,EC:2.3,K00656
K00657,KEGG,EC:2.3,K00657
K00658,KEGG,EC:2.3,K00658
K00661,KEGG,EC:2.3,K00661
K00662,KEGG,EC:2.3,K00662
K00663,KEGG,EC:2.3,K00663
K00666,KEGG,EC:6.2,K00666
K00669,KEGG,EC:2.3,K00669
K00672,KEGG,EC:2.3,K00672
K00673,KEGG,EC:2.3,K00673
K00674,KEGG,EC:2.3,K00674
K00675,KEGG,EC:2.3,K00675
K00677,KEGG,EC:2.3,K00677
K00681,KEGG,EC:2.3,K00681
K00682,KEGG,EC:4.3,K00682
K00683,KEGG,EC:2.3,K00683
K00684,KEGG,EC:2.3,K00684
K00686,KEGG,EC:2.3,K00686
K00687,KEGG,unknown,K00687
K00688,KEGG,EC:2.4,K00688
K00689,KEGG,EC:2.4,K00689
K00690,KEGG,EC:2.4,K00690
K00691,KEGG,EC:2.4,K00691
K00693,KEGG,EC:2.4,K00693
K00694,KEGG,EC:2.4,K00694
K00697,KEGG,EC:2.4,K00697
K00700,KEGG,EC:2.4,K00700
K00701,KEGG,EC:2.4,K00701
K00702,KEGG,EC:2.4,K00702
K00703,KEGG,EC:2.4,K00703
K00705,KEGG,EC:2.4,K00705
K00710,KEGG,EC:2.4,K00710
K00712,KEGG,EC:2.4,K00712
K00713,KEGG,EC:2.4,K00713
K00718,KEGG,EC:2.4,K00718
K00720,KEGG,EC:2.4,K00720
K00721,KEGG,EC:2.4,K00721
K00728,KEGG,EC:2.4,K00728
K00729,KEGG,EC:2.4,K00729
K00748,KEGG,EC:2.4,K00748
K00752,KEGG,EC:2.4,K00752
K00754,KEGG,EC:2.4,K00754
K00756,KEGG,EC:2.4,K00756
K00757,KEGG,EC:2.4,K00757
K00758,KEGG,EC:2.4,K00758
K00759,KEGG,EC:2.4,K00759
K00760,KEGG,EC:2.4,K00760
K00761,KEGG,EC:2.4,K00761
K00762,KEGG,EC:2.4,K00762
K00763,KEGG,EC:6.3,K00763
K00764,KEGG,EC:2.4,K00764
K00765,KEGG,EC:2.4,K00765
K00766,KEGG,EC:2.4,K00766
K00767,KEGG,EC:2.4,K00767
K00768,KEGG,EC:2.4,K00768
K00769,KEGG,EC:2.4,K00769
K00772,KEGG,EC:2.4,K00772
K00773,KEGG,EC:2.4,K00773
K00782,KEGG,unknown,K00782
K00783,KEGG,EC:2.1,K00783
K00784,KEGG,EC:3.1,K00784
K00785,KEGG,EC:2.4,K00785
K00788,KEGG,EC:2.5,K00788
K00789,KEGG,EC:2.5,K00789
K00790,KEGG,EC:2.5,K00790
K00791,KEGG,EC:2.5,K00791
K00793,KEGG,EC:2.5,K00793
K00794,KEGG,EC:2.5,K00794
K00795,KEGG,EC:2.5,K00795
K00796,KEGG,EC:2.5,K00796
K00797,KEGG,EC:2.5,K00797
K00798,KEGG,EC:2.5,K00798
K00799,KEGG,EC:2.5,K00799
K00800,KEGG,EC:2.5,K00800
K00801,KEGG,EC:2.5,K00801
K00803,KEGG,EC:2.5,K00803
K00805,KEGG,EC:2.5,K00805
K00806,KEGG,EC:2.5,K00806
K00808,KEGG,EC:2.5,K00808
K00809,KEGG,EC:2.5,K00809
K00812,KEGG,EC:2.6,K00812
K00813,KEGG,EC:2.6,K00813
K00817,KEGG,EC:2.6,K00817
K00818,KEGG,EC:2.6,K00818
K00819,KEGG,EC:2.6,K00819
K00820,KEGG,EC:2.6,K00820
K00821,KEGG,EC:2.6,K00821
K00822,KEGG,EC:2.6,K00822
K00823,KEGG,EC:2.6,K00823
K00824,KEGG,EC:2.6,K00824
K00826,KEGG,EC:2.6,K00826
K00830,KEGG,EC:2.6,K00830
K00831,KEGG,EC:2.6,K00831
K00832,KEGG,EC:2.6,K00832
K00833,KEGG,EC:2.6,K00833
K00835,KEGG,EC:2.6,K00835
K00836,KEGG,EC:2.6,K00836
K00839,KEGG,EC:2.6,K00839
K00840,KEGG,EC:2.6,K00840
K00841,KEGG,EC:2.6,K00841
K00844,KEGG,EC:2.7,K00844
K00845,KEGG,EC:2.7,K00845
K00847,KEGG,EC:2.7,K00847
K00848,KEGG,EC:2.7,K00848
K00849,KEGG,EC:2.7,K00849
K00850,KEGG,EC:2.7,K00850
K00851,KEGG,EC:2.7,K00851
K00852,KEGG,EC:2.7,K00852
K00853,KEGG,EC:2.7,K00853
K00854,KEGG,EC:2.7,K00854
K00855,KEGG,EC:2.7,K00855
K00856,KEGG,EC:2.7,K00856
K00857,KEGG,EC:2.7,K00857
K00858,KEGG,EC:2.7,K00858
K00859,KEGG,EC:2.7,K00859
K00860,KEGG,EC:2.7,K00860
K00862,KEGG,EC:2.7,K00862
K00863,KEGG,EC:2.7,K00863
K00864,KEGG,EC:2.7,K00864
K00865,KEGG,EC:2.7,K00865
K00867,KEGG,EC:2.7,K00867
K00868,KEGG,EC:2.7,K00868
K00869,KEGG,EC:2.7,K00869
K00872,KEGG,EC:2.7,K00872
K00873,KEGG,EC:2.7,K00873
K00874,KEGG,EC:2.7,K00874
K00875,KEGG,EC:2.7,K00875
K00876,KEGG,EC:2.7,K00876
K00878,KEGG,EC:2.7,K00878
K00879,KEGG,EC:2.7,K00879
K00880,KEGG,EC:2.7,K00880
K00881,KEGG,EC:2.7,K00881
K00882,KEGG,EC:2.7,K00882
K00883,KEGG,EC:2.7,K00883
K00884,KEGG,EC:2.7,K00884
K00885,KEGG,EC:2.7,K00885
K00886,KEGG,EC:2.7,K00886
K00887,KEGG,EC:2.7,K00887
K00891,KEGG,EC:2.7,K00891
K00892,KEGG,EC:2.7,K00892
K00895,KEGG,EC:2.7,K00895
K00899,KEGG,EC:2.7,K00899
K00901,KEGG,EC:2.7,K00901
K00903,KEGG,EC:2.7,K00903
K00906,KEGG,EC:2.7,K00906
K00912,KEGG,EC:2.7,K00912
K00917,KEGG,EC:2.7,K00917
K00918,KEGG,EC:2.7,K00918
K00919,KEGG,EC:2.7,K00919
K00925,KEGG,EC:2.7,K00925
K00926,KEGG,EC:2.7,K00926
K00927,KEGG,EC:2.7,K00927
K00928,KEGG,EC:2.7,K00928
K00929,KEGG,EC:2.7,K00929
K00930,KEGG,EC:2.7,K00930
K00931,KEGG,EC:2.7,K00931
K00932,KEGG,EC:2.7,K00932
K00936,KEGG,EC:2.7,K00936
K00937,KEGG,EC:2.7,K00937
K00938,KEGG,EC:2.7,K00938
K00939,KEGG,EC:2.7,K00939
K00940,KEGG,EC:2.7,K00940
K00941,KEGG,EC:2.7,K00941
K00942,KEGG,EC:2.7,K00942
K00943,KEGG,EC:2.7,K00943
K00945,KEGG,EC:2.7,K00945
K00946,KEGG,EC:2.7,K00946
K00948,KEGG,EC:2.7,K00948
K00949,KEGG,EC:2.7,K00949
K00950,KEGG,EC:2.7,K00950
K00951,KEGG,EC:2.7,K00951
K00952,KEGG,EC:2.7,K00952
K00954,KEGG,EC:2.7,K00954
K00955,KEGG,EC:2.7,K00955
K00956,KEGG,EC:2.7,K00956
K00957,KEGG,EC:2.7,K00957
K00958,KEGG,EC:2.7,K00958
K00962,KEGG,EC:2.7,K00962
K00963,KEGG,EC:2.7,K00963
K00965,KEGG,EC:2.7,K00965
K00966,KEGG,EC:2.7,K00966
K00969,KEGG,EC:2.7,K00969
K00970,KEGG,EC:2.7,K00970
K00971,KEGG,EC:2.7,K00971
K00972,KEGG,EC:2.7,K00972
K00973,KEGG,EC:2.7,K00973
K00974,KEGG,EC:2.7,K00974
K00975,KEGG,EC:2.7,K00975
K00978,KEGG,EC:2.7,K00978
K00979,KEGG,EC:2.7,K00979
K00980,KEGG,EC:2.7,K00980
K00981,KEGG,EC:2.7,K00981
K00982,KEGG,EC:2.7,K00982
K00983,KEGG,EC:2.7,K00983
K00984,KEGG,EC:2.7,K00984
K00986,KEGG,EC:2.7,K00986
K00989,KEGG,EC:2.7,K00989
K00990,KEGG,EC:2.7,K00990
K00991,KEGG,EC:2.7,K00991
K00992,KEGG,EC:2.7,K00992
K00995,KEGG,EC:2.7,K00995
K00996,KEGG,EC:2.7,K00996
K00997,KEGG,EC:2.7,K00997
K00998,KEGG,EC:2.7,K00998
K01000,KEGG,EC:2.7,K01000
K01001,KEGG,EC:2.7,K01001
K01002,KEGG,EC:2.7,K01002
K01004,KEGG,EC:2.7,K01004
K01005,KEGG,EC:2.7,K01005
K01006,KEGG,EC:2.7,K01006
K01007,KEGG,EC:2.7,K01007
K01008,KEGG,EC:2.7,K01008
K01009,KEGG,EC:2.7,K01009
K01011,KEGG,EC:2.8,K01011
K01012,KEGG,EC:2.8,K01012
K01023,KEGG,EC:2.8,K01023
K01026,KEGG,EC:2.8,K01026
K01028,KEGG,EC:2.8,K01028
K01029,KEGG,EC:2.8,K01029
K01031,KEGG,EC:2.8,K01031
K01032,KEGG,EC:2.8,K01032
K01034,KEGG,EC:2.8,K01034
K01035,KEGG,EC:2.8,K01035
K01039,KEGG,EC:2.8,K01039
K01040,KEGG,EC:2.8,K01040
K01042,KEGG,EC:2.9,K01042
K01046,KEGG,EC:3.1,K01046
K01047,KEGG,EC:3.1,K01047
K01048,KEGG,EC:3.1,K01048
K01051,KEGG,EC:3.1,K01051
K01053,KEGG,EC:3.1,K01053
K01054,KEGG,EC:3.1,K01054
K01055,KEGG,EC:3.1,K01055
K01056,KEGG,EC:3.1,K01056
K01057,KEGG,EC:3.1,K01057
K01058,KEGG,EC:3.1,K01058
K01060,KEGG,EC:3.1,K01060
K01061,KEGG,EC:3.1,K01061
K01066,KEGG,EC:3.1,K01066
K01069,KEGG,EC:3.1,K01069
K01070,KEGG,EC:3.1,K01070
K01073,KEGG,EC:3.1,K01073
K01075,KEGG,EC:3.1,K01075
K01076,KEGG,EC:3.1,K01076
K01077,KEGG,EC:3.1,K01077
K01079,KEGG,EC:3.1,K01079
K01081,KEGG,EC:3.1,K01081
K01082,KEGG,EC:3.1,K01082
K01085,KEGG,EC:3.1,K01085
K01087,KEGG,EC:3.1,K01087
K01089,KEGG,EC:4.2,K01089
K01091,KEGG,EC:3.1,K01091
K01092,KEGG,EC:3.1,K01092
K01093,KEGG,EC:3.1,K01093
K01095,KEGG,EC:3.1,K01095
K01096,KEGG,EC:3.1,K01096
K01104,KEGG,EC:3.1,K01104
K01113,KEGG,EC:3.1,K01113
K01114,KEGG,EC:3.1,K01114
K01115,KEGG,EC:3.1,K01115
K01118,KEGG,EC:1.7,K01118
K01119,KEGG,EC:3.1,K01119
K01126,KEGG,EC:3.1,K01126
K01129,KEGG,EC:3.1,K01129
K01130,KEGG,EC:3.1,K01130
K01134,KEGG,EC:3.1,K01134
K01135,KEGG,EC:3.1,K01135
K01136,KEGG,EC:3.1,K01136
K01138,KEGG,EC:3.1,K01138
K01139,KEGG,EC:2.7,K01139
K01141,KEGG,EC:3.1,K01141
K01142,KEGG,EC:3.1,K01142
K01143,KEGG,EC:3.1,K01143
K01146,KEGG,unknown,K01146
K01147,KEGG,EC:3.1,K01147
K01150,KEGG,EC:3.1,K01150
K01151,KEGG,EC:3.1,K01151
K01153,KEGG,EC:3.1,K01153
K01154,KEGG,EC:3.1,K01154
K01155,KEGG,EC:3.1,K01155
K01156,KEGG,EC:3.1,K01156
K01157,KEGG,EC:3.1,K01157
K01159,KEGG,EC:3.1,K01159
K01160,KEGG,EC:3.1,K01160
K01161,KEGG,EC:3.1,K01161
K01163,KEGG,unknown,K01163
K01166,KEGG,EC:4.6,K01166
K01167,KEGG,EC:4.6,K01167
K01169,KEGG,EC:4.6,K01169
K01170,KEGG,EC:4.6,K01170
K01173,KEGG,unknown,K01173
K01174,KEGG,EC:3.1,K01174
K01175,KEGG,EC:3.1,K01175
K01176,KEGG,EC:3.2,K01176
K01178,KEGG,EC:3.2,K01178
K01179,KEGG,EC:3.2,K01179
K01181,KEGG,EC:3.2,K01181
K01182,KEGG,EC:3.2,K01182
K01183,KEGG,EC:3.2,K01183
K01185,KEGG,EC:3.2,K01185
K01186,KEGG,EC:3.2,K01186
K01187,KEGG,EC:3.2,K01187
K01190,KEGG,EC:3.2,K01190
K01191,KEGG,EC:3.2,K01191
K01192,KEGG,EC:3.2,K01192
K01193,KEGG,EC:3.2,K01193
K01194,KEGG,EC:3.2,K01194
K01195,KEGG,EC:3.2,K01195
K01197,KEGG,EC:3.2,K01197
K01198,KEGG,EC:3.2,K01198
K01200,KEGG,EC:3.2,K01200
K01201,KEGG,EC:3.2,K01201
K01202,KEGG,EC:3.2,K01202
K01205,KEGG,EC:3.2,K01205
K01206,KEGG,EC:3.2,K01206
K01207,KEGG,EC:3.2,K01207
K01208,KEGG,EC:3.2,K01208
K01209,KEGG,EC:3.2,K01209
K01210,KEGG,EC:3.2,K01210
K01214,KEGG,EC:3.2,K01214
K01215,KEGG,EC:3.2,K01215
K01216,KEGG,EC:3.2,K01216
K01218,KEGG,EC:3.2,K01218
K01220,KEGG,EC:3.2,K01220
K01222,KEGG,EC:3.2,K01222
K01223,KEGG,EC:3.2,K01223
K01224,KEGG,EC:3.2,K01224
K01226,KEGG,EC:3.2,K01226
K01227,KEGG,EC:3.2,K01227
K01232,KEGG,EC:3.2,K01232
K01233,KEGG,EC:3.2,K01233
K01235,KEGG,EC:3.2,K01235
K01236,KEGG,EC:3.2,K01236
K01241,KEGG,EC:3.2,K01241
K01243,KEGG,EC:3.2,K01243
K01244,KEGG,EC:3.2,K01244
K01246,KEGG,EC:3.2,K01246
K01247,KEGG,EC:3.2,K01247
K01250,KEGG,EC:3.2,K01250
K01251,KEGG,EC:3.1,K01251
K01252,KEGG,EC:3.3,K01252
K01255,KEGG,EC:3.4,K01255
K01256,KEGG,EC:3.4,K01256
K01258,KEGG,EC:3.4,K01258
K01259,KEGG,EC:3.4,K01259
K01261,KEGG,EC:3.4,K01261
K01262,KEGG,EC:3.4,K01262
K01265,KEGG,EC:3.4,K01265
K01266,KEGG,EC:3.4,K01266
K01267,KEGG,EC:3.4,K01267
K01269,KEGG,EC:3.4,K01269
K01270,KEGG,EC:3.4,K01270
K01271,KEGG,EC:3.4,K01271
K01273,KEGG,EC:3.4,K01273
K01274,KEGG,EC:3.4,K01274
K01277,KEGG,EC:3.4,K01277
K01278,KEGG,EC:3.4,K01278
